anonym_id,log10,inhib_col
Analog 23,2.198931869932209,-3.5406604
Analog 23,1.6196150057428065,-10.671012
Analog 23,0.9847972570892928,-8.508028
Analog 23,0.3821972103774537,-5.628318
Analog 23,-0.23433144524098592,-3.7254167
Analog 23,-0.7783250029292312,-9.6393
Analog 23,-1.418050341626682,-8.949619
Analog 24,3.9995654882259823,12.795848
Analog 24,3.39776625612645,1.7711605
Analog 24,2.793161529245551,-5.0988307
Analog 24,2.198931869932209,-1.8271664
Analog 24,1.6196150057428065,-7.506034
Analog 24,0.9847972570892928,-3.158715
Analog 24,0.3821972103774537,-1.3782396
Analog 24,-0.23433144524098592,-2.9645686
Analog 24,-0.7783250029292312,-10.9136715
Analog 24,-1.418050341626682,-6.0859656
Analog 25,3.9995654882259823,42.971874
Analog 25,3.39776625612645,35.05118
Analog 25,2.793161529245551,33.744976
Analog 25,2.198931869932209,0.83116233
Analog 25,1.6196150057428065,-0.6584035
Analog 25,0.9847972570892928,-6.289527
Analog 25,0.3821972103774537,-3.2608588
Analog 25,-0.23433144524098592,-1.7348915
Analog 25,-0.7783250029292312,-9.13666
Analog 25,-1.418050341626682,-12.395869
Analog 26,3.9995654882259823,98.02525
Analog 26,3.39776625612645,17.958422
Analog 26,2.793161529245551,8.077126
Analog 26,2.198931869932209,-2.170629
Analog 26,1.6196150057428065,-5.8099065
Analog 26,0.9847972570892928,-4.4325027
Analog 26,0.3821972103774537,-4.9589314
Analog 26,-0.23433144524098592,-2.7409027
Analog 26,-0.7783250029292312,-10.139791
Analog 26,-1.418050341626682,-6.5122848
Analog 27,3.9995654882259823,45.94973
Analog 27,3.39776625612645,45.106705
Analog 27,2.793161529245551,28.250214
Analog 27,2.198931869932209,4.973157
Analog 27,1.6196150057428065,-1.844612
Analog 27,0.9847972570892928,-5.202988
Analog 27,0.3821972103774537,-5.723191
Analog 27,-0.23433144524098592,-9.222188
Analog 27,-0.7783250029292312,-11.8522215
Analog 27,-1.418050341626682,-9.743554
Analog 28,3.9995654882259823,98.067726
Analog 28,3.39776625612645,21.023182
Analog 28,2.793161529245551,8.285777
Analog 28,2.198931869932209,3.1613166
Analog 28,1.6196150057428065,-3.8765147
Analog 28,0.9847972570892928,-2.415442
Analog 28,0.3821972103774537,1.0310874
Analog 28,-0.23433144524098592,-0.2993251
Analog 28,-0.7783250029292312,-8.301524
Analog 28,-1.418050341626682,-2.564628
Analog 29,3.9995654882259823,49.651325
Analog 29,3.39776625612645,36.240093
Analog 29,2.793161529245551,10.687936
Analog 29,2.198931869932209,-0.20023376
Analog 29,1.6196150057428065,-9.187202
Analog 29,0.9847972570892928,-9.579917
Analog 29,0.3821972103774537,-5.542715
Analog 29,-0.23433144524098592,-12.67092
Analog 29,-0.7783250029292312,-8.21891
Analog 29,-1.418050341626682,-13.5051985
Analog 30,3.9995654882259823,5.563801
Analog 30,3.39776625612645,15.242487
Analog 30,2.793161529245551,2.7403278
Analog 30,2.198931869932209,-1.0938041
Analog 30,1.6196150057428065,-4.8930573
Analog 30,0.9847972570892928,-6.835475
Analog 30,0.3821972103774537,-7.438158
Analog 30,-0.23433144524098592,-1.0562425
Analog 30,-0.7783250029292312,-7.801181
Analog 30,-1.418050341626682,-8.011219
Analog 31,3.9995654882259823,48.67019
Analog 31,3.39776625612645,10.016169
Analog 31,2.793161529245551,-8.571087
Analog 31,2.198931869932209,-14.614024
Analog 31,1.6196150057428065,-3.2343755
Analog 31,0.9847972570892928,-9.299777
Analog 31,0.3821972103774537,-3.0995326
Analog 31,-0.23433144524098592,-8.126066
Analog 31,-0.7783250029292312,-8.670716
Analog 31,-1.418050341626682,-12.106654
Reference G,3.9995654882259823,49.456078
Reference G,3.39776625612645,51.913498
Reference G,2.793161529245551,51.315216
Reference G,2.198931869932209,49.329247
Reference G,1.6196150057428065,19.706772
Reference G,0.9847972570892928,6.3795023
Reference G,0.3821972103774537,5.0760202
Reference G,-0.23433144524098592,-3.3941598
Reference G,-0.7783250029292312,-4.423721
Reference G,-1.418050341626682,-5.550597
Analog 33,3.9995654882259823,51.074345
Analog 33,3.39776625612645,52.553802
Analog 33,2.793161529245551,51.23343
Analog 33,2.198931869932209,53.366962
Analog 33,1.6196150057428065,50.408157
Analog 33,0.9847972570892928,44.539898
Analog 33,0.3821972103774537,17.975912
Analog 33,-0.23433144524098592,2.7367535
Analog 33,-0.7783250029292312,0.4634648
Analog 33,-1.418050341626682,-7.0970693
Analog 34,3.9995654882259823,95.33139
Analog 34,3.39776625612645,95.253174
Analog 34,2.793161529245551,60.10826
Analog 34,2.198931869932209,48.540527
Analog 34,1.6196150057428065,34.61578
Analog 34,0.9847972570892928,10.842114
Analog 34,0.3821972103774537,3.0526226
Analog 34,-0.23433144524098592,-7.1164722
Analog 34,-0.7783250029292312,-13.635178
Analog 34,-1.418050341626682,-5.5931706
Reference H,3.9995654882259823,49.5561
Reference H,3.39776625612645,49.57291
Reference H,2.793161529245551,47.4492
Reference H,2.198931869932209,43.113976
Reference H,1.6196150057428065,12.797606
Reference H,0.9847972570892928,3.1519132
Reference H,0.3821972103774537,-2.0209377
Reference H,-0.23433144524098592,-3.7338433
Reference H,-0.7783250029292312,-6.893793
Reference H,-1.418050341626682,-2.4525862
Analog 36,3.9995654882259823,0.46506128
Analog 36,3.39776625612645,-12.899794
Analog 36,2.793161529245551,-2.2670932
Analog 36,2.198931869932209,-15.930367
Analog 36,1.6196150057428065,-13.038126
Analog 36,0.9847972570892928,-16.114937
Analog 36,0.3821972103774537,-14.147209
Analog 36,-0.23433144524098592,-14.466245
Analog 36,-0.7783250029292312,-13.680897
Analog 36,-1.418050341626682,-11.777825
Analog 37,3.9995654882259823,13.0923195
Analog 37,3.39776625612645,6.4148164
Analog 37,2.793161529245551,6.294105
Analog 37,2.198931869932209,-2.8245258
Analog 37,1.6196150057428065,-8.541297
Analog 37,0.9847972570892928,-4.908338
Analog 37,0.3821972103774537,-11.151586
Analog 37,-0.23433144524098592,-12.742781
Analog 37,-0.7783250029292312,-9.065364
Analog 37,-1.418050341626682,-13.344684
Analog 38,3.9995654882259823,35.466652
Analog 38,3.39776625612645,51.486916
Analog 38,2.793161529245551,34.085495
Analog 38,2.198931869932209,-2.428059
Analog 38,1.6196150057428065,-5.533386
Analog 38,0.9847972570892928,-10.489525
Analog 38,0.3821972103774537,-11.196872
Analog 38,-0.23433144524098592,-13.83637
Analog 38,-0.7783250029292312,-14.600273
Analog 38,-1.418050341626682,-19.10257
Analog 39,3.9995654882259823,98.11702
Analog 39,3.39776625612645,24.609158
Analog 39,2.793161529245551,12.335739
Analog 39,2.198931869932209,1.867275
Analog 39,1.6196150057428065,-10.720851
Analog 39,0.9847972570892928,-9.217268
Analog 39,0.3821972103774537,-10.911716
Analog 39,-0.23433144524098592,-9.471755
Analog 39,-0.7783250029292312,-8.298152
Analog 39,-1.418050341626682,-4.97561
Analog 40,3.9995654882259823,48.82248
Analog 40,3.39776625612645,54.131947
Analog 40,2.793161529245551,34.804646
Analog 40,2.198931869932209,13.479543
Analog 40,1.6196150057428065,-7.30184
Analog 40,0.9847972570892928,-2.2503667
Analog 40,0.3821972103774537,-15.704911
Analog 40,-0.23433144524098592,-9.55366
Analog 40,-0.7783250029292312,-12.688891
Analog 40,-1.418050341626682,-18.048853
Analog 41,3.9995654882259823,98.19669
Analog 41,3.39776625612645,32.270145
Analog 41,2.793161529245551,14.658183
Analog 41,2.198931869932209,0.3060748
Analog 41,1.6196150057428065,-9.784505
Analog 41,0.9847972570892928,-9.657692
Analog 41,0.3821972103774537,-8.779288
Analog 41,-0.23433144524098592,-7.1517673
Analog 41,-0.7783250029292312,-11.66485
Analog 41,-1.418050341626682,-16.309357
Analog 42,3.9995654882259823,53.534172
Analog 42,3.39776625612645,43.816936
Analog 42,2.793161529245551,9.476339
Analog 42,2.198931869932209,-0.19184864
Analog 42,1.6196150057428065,-9.34976
Analog 42,0.9847972570892928,-5.43751
Analog 42,0.3821972103774537,-8.493154
Analog 42,-0.23433144524098592,-12.074988
Analog 42,-0.7783250029292312,-11.628377
Analog 42,-1.418050341626682,-15.22121
Analog 43,3.9995654882259823,-3.933823
Analog 43,3.39776625612645,6.634835
Analog 43,2.793161529245551,7.9239793
Analog 43,2.198931869932209,0.32971388
Analog 43,1.6196150057428065,-17.506124
Analog 43,0.9847972570892928,-10.026431
Analog 43,0.3821972103774537,-17.327398
Analog 43,-0.23433144524098592,-8.409216
Analog 43,-0.7783250029292312,-14.677067
Analog 43,-1.418050341626682,-14.848628
Analog 44,3.9995654882259823,62.970406
Analog 44,3.39776625612645,4.2541513
Analog 44,2.793161529245551,-6.6664824
Analog 44,2.198931869932209,-16.600111
Analog 44,1.6196150057428065,-12.665495
Analog 44,0.9847972570892928,-10.4025135
Analog 44,0.3821972103774537,-14.237672
Analog 44,-0.23433144524098592,-10.8746195
Analog 44,-0.7783250029292312,-11.294007
Analog 44,-1.418050341626682,-16.639683
Reference C,3.9995654882259823,52.40086
Reference C,3.39776625612645,55.85513
Reference C,2.793161529245551,54.52513
Reference C,2.198931869932209,54.534176
Reference C,1.6196150057428065,30.577732
Reference C,0.9847972570892928,13.549992
Reference C,0.3821972103774537,-4.3580947
Reference C,-0.23433144524098592,-3.4220188
Reference C,-0.7783250029292312,-12.590338
Reference C,-1.418050341626682,-12.78807
Analog 46,3.9995654882259823,55.073273
Analog 46,3.39776625612645,55.915676
Analog 46,2.793161529245551,56.089195
Analog 46,2.198931869932209,58.119846
Analog 46,1.6196150057428065,56.047993
Analog 46,0.9847972570892928,51.146877
Analog 46,0.3821972103774537,29.317642
Analog 46,-0.23433144524098592,14.2705145
Analog 46,-0.7783250029292312,-5.1723256
Analog 46,-1.418050341626682,-1.3729291
Analog 47,3.9995654882259823,96.470535
Analog 47,3.39776625612645,96.69695
Analog 47,2.793161529245551,82.02348
Analog 47,2.198931869932209,64.06131
Analog 47,1.6196150057428065,42.8509
Analog 47,0.9847972570892928,26.521
Analog 47,0.3821972103774537,-3.247234
Analog 47,-0.23433144524098592,-6.099387
Analog 47,-0.7783250029292312,-12.822223
Analog 47,-1.418050341626682,-12.054138
Reference A,3.9995654882259823,52.526943
Reference A,3.39776625612645,52.14156
Reference A,2.793161529245551,49.685585
Reference A,2.198931869932209,51.667393
Reference A,1.6196150057428065,31.825258
Reference A,0.9847972570892928,10.236169
Reference A,0.3821972103774537,-6.2958007
Reference A,-0.23433144524098592,-14.846905
Reference A,-0.7783250029292312,-16.819359
Reference A,-1.418050341626682,-18.35705
Analog 49,3.39776625612645,45.162697
Analog 49,2.793161529245551,31.502716
Analog 49,2.198931869932209,21.066107
Analog 49,1.6196150057428065,7.671897
Analog 49,0.9847972570892928,-2.19394
Analog 49,0.3821972103774537,-1.0695255
Analog 49,-0.23433144524098592,-3.3838613
Analog 49,-0.7783250029292312,-8.699707
Analog 49,-1.418050341626682,-4.2299075
Analog 49,3.9995654882259823,49.825317
Analog 49,3.39776625612645,50.71586
Analog 49,2.793161529245551,46.30764
Analog 49,2.198931869932209,20.26376
Analog 49,1.6196150057428065,3.5888016
Analog 49,0.9847972570892928,3.5022335
Analog 49,0.3821972103774537,4.0145197
Analog 49,-0.23433144524098592,1.9751874
Analog 49,-0.7783250029292312,-0.18073207
Analog 49,-1.418050341626682,12.960412
Analog 50,3.9995654882259823,57.874126
Analog 50,3.39776625612645,55.362453
Analog 50,2.793161529245551,46.86861
Analog 50,2.198931869932209,20.550016
Analog 50,1.6196150057428065,6.0844464
Analog 50,0.9847972570892928,2.244313
Analog 50,0.3821972103774537,0.77404124
Analog 50,-0.23433144524098592,4.1065125
Analog 50,-0.7783250029292312,-0.89426225
Analog 50,-1.418050341626682,-0.5129197
Analog 50,3.9995654882259823,56.750443
Analog 50,3.39776625612645,58.495296
Analog 50,2.793161529245551,51.69333
Analog 50,2.198931869932209,22.300606
Analog 50,1.6196150057428065,7.504908
Analog 50,0.9847972570892928,3.139136
Analog 50,0.3821972103774537,-1.7960519
Analog 50,-0.23433144524098592,6.6055045
Analog 50,-0.7783250029292312,5.99649
Analog 50,-1.418050341626682,4.484874
Analog 51,3.9995654882259823,59.35658
Analog 51,3.39776625612645,53.453484
Analog 51,2.793161529245551,24.629356
Analog 51,2.198931869932209,12.642869
Analog 51,1.6196150057428065,6.144694
Analog 51,0.9847972570892928,2.3781035
Analog 51,0.3821972103774537,-1.5329231
Analog 51,-0.23433144524098592,2.5488067
Analog 51,-0.7783250029292312,1.2229443
Analog 51,-1.418050341626682,-0.111387275
Analog 51,3.9995654882259823,55.658195
Analog 51,3.39776625612645,48.161697
Analog 51,2.793161529245551,21.54289
Analog 51,2.198931869932209,7.009208
Analog 51,1.6196150057428065,0.8045361
Analog 51,0.9847972570892928,3.532969
Analog 51,0.3821972103774537,2.3353114
Analog 51,-0.23433144524098592,4.9376864
Analog 51,-0.7783250029292312,3.1568592
Analog 51,-1.418050341626682,1.8406174
Analog 52,3.9995654882259823,56.53847
Analog 52,3.39776625612645,51.75358
Analog 52,2.793161529245551,14.738786
Analog 52,2.198931869932209,2.5964556
Analog 52,1.6196150057428065,-2.9807026
Analog 52,0.9847972570892928,-4.3317714
Analog 52,0.3821972103774537,-5.228812
Analog 52,-0.23433144524098592,-2.9560947
Analog 52,-0.7783250029292312,-5.6072035
Analog 52,-1.418050341626682,-4.537837
Analog 52,3.9995654882259823,60.19348
Analog 52,3.39776625612645,54.138077
Analog 52,2.793161529245551,23.646915
Analog 52,2.198931869932209,11.884842
Analog 52,1.6196150057428065,6.2942657
Analog 52,0.9847972570892928,2.7047486
Analog 52,0.3821972103774537,4.55871
Analog 52,-0.23433144524098592,3.60783
Analog 52,-0.7783250029292312,8.645847
Analog 52,-1.418050341626682,11.373206
Analog 53,3.9995654882259823,62.36252
Analog 53,3.39776625612645,16.471127
Analog 53,2.793161529245551,0.5237954
Analog 53,2.198931869932209,-3.3823452
Analog 53,1.6196150057428065,-7.408444
Analog 53,0.9847972570892928,-3.8225336
Analog 53,0.3821972103774537,-3.6635501
Analog 53,-0.23433144524098592,-0.9953965
Analog 53,-0.7783250029292312,-5.762641
Analog 53,-1.418050341626682,-6.0960402
Analog 53,3.9995654882259823,69.34018
Analog 53,3.39776625612645,18.64724
Analog 53,2.793161529245551,5.437948
Analog 53,2.198931869932209,1.3487363
Analog 53,1.6196150057428065,-0.63284683
Analog 53,0.9847972570892928,0.7203
Analog 53,0.3821972103774537,5.086137
Analog 53,-0.23433144524098592,6.3632016
Analog 53,-0.7783250029292312,3.0586565
Analog 53,-1.418050341626682,8.963918
Analog 54,3.9995654882259823,59.80115
Analog 54,3.39776625612645,54.045937
Analog 54,2.793161529245551,32.427856
Analog 54,2.198931869932209,10.771535
Analog 54,1.6196150057428065,-5.231357
Analog 54,0.9847972570892928,0.37481436
Analog 54,0.3821972103774537,-5.573419
Analog 54,-0.23433144524098592,-6.288653
Analog 54,-0.7783250029292312,-8.978592
Analog 54,-1.418050341626682,-11.000694
Analog 54,3.9995654882259823,57.632954
Analog 54,3.39776625612645,54.46346
Analog 54,2.793161529245551,36.469418
Analog 54,2.198931869932209,7.024935
Analog 54,1.6196150057428065,-0.9945942
Analog 54,0.9847972570892928,1.2610997
Analog 54,0.3821972103774537,-3.530163
Analog 54,-0.23433144524098592,-2.8460848
Analog 54,-0.7783250029292312,5.2490454
Analog 54,-1.418050341626682,0.97172374
Analog 55,3.9995654882259823,10.040456
Analog 55,3.39776625612645,23.865185
Analog 55,2.793161529245551,6.7991257
Analog 55,2.198931869932209,5.3564115
Analog 55,1.6196150057428065,-0.31341287
Analog 55,0.9847972570892928,-3.1645446
Analog 55,0.3821972103774537,-4.775425
Analog 55,-0.23433144524098592,-3.149287
Analog 55,-0.7783250029292312,-0.89293975
Analog 55,-1.418050341626682,-4.626563
Analog 55,3.9995654882259823,53.364132
Analog 55,3.39776625612645,17.350752
Analog 55,2.793161529245551,8.472255
Analog 55,2.198931869932209,1.5149802
Analog 55,1.6196150057428065,-1.9886714
Analog 55,0.9847972570892928,-2.2397077
Analog 55,0.3821972103774537,0.026697958
Analog 55,-0.23433144524098592,0.89319617
Analog 55,-0.7783250029292312,4.3743763
Analog 55,-1.418050341626682,10.651591
Analog 56,3.9995654882259823,29.401695
Analog 56,3.39776625612645,30.542404
Analog 56,2.793161529245551,-3.515834
Analog 56,2.198931869932209,-3.9762526
Analog 56,1.6196150057428065,-2.2118874
Analog 56,0.9847972570892928,-3.4932745
Analog 56,0.3821972103774537,-1.3850602
Analog 56,-0.23433144524098592,2.8767567
Analog 56,-0.7783250029292312,-6.198275
Analog 56,-1.418050341626682,-6.5298676
Analog 56,3.9995654882259823,34.415234
Analog 56,3.39776625612645,21.555418
Analog 56,2.793161529245551,-1.5317825
Analog 56,2.198931869932209,-6.0834565
Analog 56,1.6196150057428065,-5.2817626
Analog 56,0.9847972570892928,-4.8935156
Analog 56,0.3821972103774537,-0.88593364
Analog 56,-0.23433144524098592,-3.4650266
Analog 56,-0.7783250029292312,-0.93087053
Analog 56,-1.418050341626682,-1.3781228
Reference E,3.9995654882259823,61.09452
Reference E,3.39776625612645,61.581562
Reference E,2.793161529245551,60.00076
Reference E,2.198931869932209,58.108727
Reference E,1.6196150057428065,33.51113
Reference E,0.9847972570892928,15.162731
Reference E,0.3821972103774537,2.3251169
Reference E,-0.23433144524098592,3.4115663
Reference E,-0.7783250029292312,1.6743308
Reference E,-1.418050341626682,-1.6676716
Reference E,3.9995654882259823,57.3239
Reference E,3.39776625612645,56.355328
Reference E,2.793161529245551,58.83897
Reference E,2.198931869932209,56.55736
Reference E,1.6196150057428065,37.794525
Reference E,0.9847972570892928,17.158918
Reference E,0.3821972103774537,5.80037
Reference E,-0.23433144524098592,6.991769
Reference E,-0.7783250029292312,7.2012334
Reference E,-1.418050341626682,6.750598
Analog 58,3.9995654882259823,58.007725
Analog 58,3.39776625612645,60.357426
Analog 58,2.793161529245551,62.07239
Analog 58,2.198931869932209,58.82509
Analog 58,1.6196150057428065,59.029514
Analog 58,0.9847972570892928,54.043804
Analog 58,0.3821972103774537,34.619648
Analog 58,-0.23433144524098592,20.889618
Analog 58,-0.7783250029292312,-0.6776949
Analog 58,-1.418050341626682,-1.8556559
Analog 58,3.9995654882259823,55.80034
Analog 58,3.39776625612645,61.00119
Analog 58,2.793161529245551,60.25128
Analog 58,2.198931869932209,60.560444
Analog 58,1.6196150057428065,60.759407
Analog 58,0.9847972570892928,55.350933
Analog 58,0.3821972103774537,27.945427
