anonym_id,log10,inhib_col
Analog 58,-0.23433144524098592,26.063656
Analog 58,-0.7783250029292312,15.583072
Analog 58,-1.418050341626682,12.340235
Analog 59,3.9995654882259823,96.87977
Analog 59,3.39776625612645,96.83864
Analog 59,2.793161529245551,87.889565
Analog 59,2.198931869932209,59.63567
Analog 59,1.6196150057428065,47.31063
Analog 59,0.9847972570892928,28.844501
Analog 59,0.3821972103774537,4.407239
Analog 59,-0.23433144524098592,0.4961865
Analog 59,-0.7783250029292312,0.8335013
Analog 59,-1.418050341626682,-5.751004
Analog 59,3.9995654882259823,96.603905
Analog 59,3.39776625612645,97.06685
Analog 59,2.793161529245551,95.04112
Analog 59,2.198931869932209,64.16723
Analog 59,1.6196150057428065,43.290886
Analog 59,0.9847972570892928,36.518055
Analog 59,0.3821972103774537,12.571716
Analog 59,-0.23433144524098592,11.3396845
Analog 59,-0.7783250029292312,16.027096
Analog 59,-1.418050341626682,12.008004
Analog 60,3.9995654882259823,21.959282
Analog 60,3.39776625612645,18.81417
Analog 60,2.793161529245551,10.874974
Analog 60,2.198931869932209,7.992764
Analog 60,1.6196150057428065,-2.1487231
Analog 60,0.9847972570892928,1.6744794
Analog 60,0.3821972103774537,-2.781292
Analog 60,-0.23433144524098592,-7.47126
Analog 60,-0.7783250029292312,-10.168819
Analog 60,-1.418050341626682,-8.709888
Analog 60,3.9995654882259823,20.06648
Analog 60,3.39776625612645,21.819448
Analog 60,2.793161529245551,5.859187
Analog 60,2.198931869932209,-5.7457457
Analog 60,1.6196150057428065,-20.94042
Analog 60,0.9847972570892928,-23.311262
Analog 60,0.3821972103774537,-22.974897
Analog 60,-0.23433144524098592,-20.878101
Analog 60,-0.7783250029292312,-25.218725
Analog 60,-1.418050341626682,-19.913794
Analog 61,3.9995654882259823,47.115597
Analog 61,3.39776625612645,47.98864
Analog 61,2.793161529245551,31.234226
Analog 61,2.198931869932209,10.004465
Analog 61,1.6196150057428065,-4.4382806
Analog 61,0.9847972570892928,-0.49957463
Analog 61,0.3821972103774537,-2.315199
Analog 61,-0.23433144524098592,-3.6938167
Analog 61,-0.7783250029292312,-7.745304
Analog 61,-1.418050341626682,-11.4956
Analog 61,3.9995654882259823,49.46529
Analog 61,3.39776625612645,52.30332
Analog 61,2.793161529245551,39.057404
Analog 61,2.198931869932209,8.991178
Analog 61,1.6196150057428065,5.0962377
Analog 61,0.9847972570892928,0.8407675
Analog 61,0.3821972103774537,-3.1851964
Analog 61,-0.23433144524098592,1.6475831
Analog 61,-0.7783250029292312,-0.83854675
Analog 61,-1.418050341626682,5.48615
Analog 62,3.9995654882259823,48.8603
Analog 62,3.39776625612645,36.30133
Analog 62,2.793161529245551,-1.9239779
Analog 62,2.198931869932209,1.6711714
Analog 62,1.6196150057428065,-4.915941
Analog 62,0.9847972570892928,1.4039497
Analog 62,0.3821972103774537,-7.255167
Analog 62,-0.23433144524098592,-5.3639836
Analog 62,-0.7783250029292312,-12.984936
Analog 62,-1.418050341626682,-8.88129
Analog 62,3.9995654882259823,48.065495
Analog 62,3.39776625612645,36.916145
Analog 62,2.793161529245551,6.2566304
Analog 62,2.198931869932209,-0.9679821
Analog 62,1.6196150057428065,-3.3670866
Analog 62,0.9847972570892928,0.22338049
Analog 62,0.3821972103774537,-10.184852
Analog 62,-0.23433144524098592,-7.241651
Analog 62,-0.7783250029292312,-8.478763
Analog 62,-1.418050341626682,-7.25643
Analog 63,3.9995654882259823,51.56626
Analog 63,3.39776625612645,34.767006
Analog 63,2.793161529245551,-1.5295752
Analog 63,2.198931869932209,4.632845
Analog 63,1.6196150057428065,-2.1742477
Analog 63,0.9847972570892928,0.5173881
Analog 63,0.3821972103774537,-2.306253
Analog 63,-0.23433144524098592,-5.2874002
Analog 63,-0.7783250029292312,-8.89566
Analog 63,-1.418050341626682,-6.702221
Analog 63,3.9995654882259823,46.811222
Analog 63,3.39776625612645,39.106113
Analog 63,2.793161529245551,4.531337
Analog 63,2.198931869932209,-1.6503894
Analog 63,1.6196150057428065,-5.7103467
Analog 63,0.9847972570892928,-5.2452927
Analog 63,0.3821972103774537,-4.8301272
Analog 63,-0.23433144524098592,-6.2470026
Analog 63,-0.7783250029292312,-12.021818
Analog 63,-1.418050341626682,-2.9711676
Analog 64,3.9995654882259823,56.378414
Analog 64,3.39776625612645,7.849916
Analog 64,2.793161529245551,-6.4890103
Analog 64,2.198931869932209,-2.6015656
Analog 64,1.6196150057428065,-4.069867
Analog 64,0.9847972570892928,-6.0930767
Analog 64,0.3821972103774537,-9.195631
Analog 64,-0.23433144524098592,-6.040527
Analog 64,-0.7783250029292312,-12.296949
Analog 64,-1.418050341626682,-7.7668962
Analog 64,3.9995654882259823,54.638187
Analog 64,3.39776625612645,9.845847
Analog 64,2.793161529245551,-0.51372176
Analog 64,2.198931869932209,-3.4078093
Analog 64,1.6196150057428065,-0.3734748
Analog 64,0.9847972570892928,-3.844062
Analog 64,0.3821972103774537,-4.621397
Analog 64,-0.23433144524098592,0.42201832
Analog 64,-0.7783250029292312,-7.8373137
Analog 64,-1.418050341626682,-6.0267863
Analog 65,3.9995654882259823,48.51897
Analog 65,3.39776625612645,43.95708
Analog 65,2.793161529245551,16.283161
Analog 65,2.198931869932209,-2.4144082
Analog 65,1.6196150057428065,1.7526896
Analog 65,0.9847972570892928,0.33535755
Analog 65,0.3821972103774537,-6.2296844
Analog 65,-0.23433144524098592,-9.17283
Analog 65,-0.7783250029292312,-17.03563
Analog 65,-1.418050341626682,-10.054044
Analog 65,3.9995654882259823,54.143566
Analog 65,3.39776625612645,46.390453
Analog 65,2.793161529245551,20.142149
Analog 65,2.198931869932209,2.4390814
Analog 65,1.6196150057428065,6.6061635
Analog 65,0.9847972570892928,1.1043031
Analog 65,0.3821972103774537,-0.79691935
Analog 65,-0.23433144524098592,-8.284381
Analog 65,-0.7783250029292312,-5.520514
Analog 65,-1.418050341626682,-0.46357945
Analog 66,3.9995654882259823,3.411662
Analog 66,3.39776625612645,1.1466802
Analog 66,2.793161529245551,2.853665
Analog 66,2.198931869932209,4.2563505
Analog 66,1.6196150057428065,-5.466797
Analog 66,0.9847972570892928,-2.6580927
Analog 66,0.3821972103774537,-3.535006
Analog 66,-0.23433144524098592,-1.242244
Analog 66,-0.7783250029292312,-17.01694
Analog 66,-1.418050341626682,-3.668009
Analog 66,3.9995654882259823,42.93507
Analog 66,3.39776625612645,11.918177
Analog 66,2.793161529245551,0.98918474
Analog 66,2.198931869932209,-6.616779
Analog 66,1.6196150057428065,-8.248122
Analog 66,0.9847972570892928,-4.343858
Analog 66,0.3821972103774537,-8.375151
Analog 66,-0.23433144524098592,-6.1889415
Analog 66,-0.7783250029292312,-4.6813188
Analog 66,-1.418050341626682,-3.5285883
Analog 67,3.9995654882259823,48.4423
Analog 67,3.39776625612645,-10.399309
Analog 67,2.793161529245551,-21.2214
Analog 67,2.198931869932209,-10.760826
Analog 67,1.6196150057428065,-7.153605
Analog 67,0.9847972570892928,-4.7796936
Analog 67,0.3821972103774537,-9.792822
Analog 67,-0.23433144524098592,-4.9543424
Analog 67,-0.7783250029292312,-9.677643
Analog 67,-1.418050341626682,-11.160707
Analog 67,3.9995654882259823,32.685265
Analog 67,3.39776625612645,-3.9369946
Analog 67,2.793161529245551,-5.667769
Analog 67,2.198931869932209,-8.016568
Analog 67,1.6196150057428065,-8.692382
Analog 67,0.9847972570892928,-4.181836
Analog 67,0.3821972103774537,-4.9174533
Analog 67,-0.23433144524098592,-0.51122767
Analog 67,-0.7783250029292312,-12.2076025
Analog 67,-1.418050341626682,-6.6763654
Reference F,3.9995654882259823,50.97961
Reference F,3.39776625612645,52.593895
Reference F,2.793161529245551,49.138966
Reference F,2.198931869932209,50.68359
Reference F,1.6196150057428065,17.612148
Reference F,0.9847972570892928,6.6940365
Reference F,0.3821972103774537,-2.3097222
Reference F,-0.23433144524098592,-4.705889
Reference F,-0.7783250029292312,-5.3416176
Reference F,-1.418050341626682,-9.851003
Reference F,3.9995654882259823,51.949062
Reference F,3.39776625612645,52.357582
Reference F,2.793161529245551,52.499535
Reference F,2.198931869932209,48.08358
Reference F,1.6196150057428065,28.878004
Reference F,0.9847972570892928,12.540503
Reference F,0.3821972103774537,6.675211
Reference F,-0.23433144524098592,-7.4523106
Reference F,-0.7783250029292312,-2.6270359
Reference F,-1.418050341626682,-1.0112878
Analog 69,3.9995654882259823,51.235973
Analog 69,3.39776625612645,53.41161
Analog 69,2.793161529245551,51.83792
Analog 69,2.198931869932209,55.06478
Analog 69,1.6196150057428065,52.593544
Analog 69,0.9847972570892928,51.06736
Analog 69,0.3821972103774537,25.789478
Analog 69,-0.23433144524098592,11.065378
Analog 69,-0.7783250029292312,-1.299279
Analog 69,-1.418050341626682,1.9252292
Analog 69,3.9995654882259823,52.759483
Analog 69,3.39776625612645,52.893417
Analog 69,2.793161529245551,54.017628
Analog 69,2.198931869932209,53.97808
Analog 69,1.6196150057428065,54.06123
Analog 69,0.9847972570892928,48.438496
Analog 69,0.3821972103774537,26.353504
Analog 69,-0.23433144524098592,12.540201
Analog 69,-0.7783250029292312,7.3496084
Analog 69,-1.418050341626682,7.5125275
Analog 70,3.9995654882259823,95.90538
Analog 70,3.39776625612645,95.78067
Analog 70,2.793161529245551,89.32573
Analog 70,2.198931869932209,57.290504
Analog 70,1.6196150057428065,41.331932
Analog 70,0.9847972570892928,29.200348
Analog 70,0.3821972103774537,9.77037
Analog 70,-0.23433144524098592,0.6622184
Analog 70,-0.7783250029292312,2.21481
Analog 70,-1.418050341626682,-4.4313636
Analog 70,3.9995654882259823,95.32446
Analog 70,3.39776625612645,96.05933
Analog 70,2.793161529245551,92.725334
Analog 70,2.198931869932209,56.88602
Analog 70,1.6196150057428065,46.21594
Analog 70,0.9847972570892928,39.409756
Analog 70,0.3821972103774537,10.183682
Analog 70,-0.23433144524098592,1.869417
Analog 70,-0.7783250029292312,6.5061707
Analog 70,-1.418050341626682,0.26239085
